Province/State,Country/Region,Lat,Long,days_since,Deaths,Recovered,Confirmed
Victoria,Australia,-37.8136,144.9631,45,0,7,11.4
Western Australia,Australia,-31.9505,115.8605,45,1,0,3.8
NA_Austria,Austria,47.5162,14.5501,45,0,0,63.0
NA_Azerbaijan,Azerbaijan,40.1431,47.5769,45,0,0,8.2
NA_Bahamas,Bahamas,25.0343,-77.3963,45,0,0,0.0
NA_Bahrain,Bahrain,26.0275,50.55,45,0,4,56.4
NA_Bangladesh,Bangladesh,23.685,90.3563,45,0,0,1.2
NA_Barbados,Barbados,13.1939,-59.5432,45,0,0,0.0
NA_Belarus,Belarus,53.7098,27.9534,45,0,0,6.0
NA_Belgium,Belgium,50.8333,4.0,45,0,1,124.2
NA_Benin,Benin,9.3077,2.3158,45,0,0,0.0
NA_Bhutan,Bhutan,27.5142,90.4336,45,0,0,0.8
NA_Bolivia,Bolivia,-16.2902,-63.5887,45,0,0,0.0
NA_Bosnia and Herzegovina,Bosnia and Herzegovina,43.9159,17.6791,45,0,0,3.8
NA_Brazil,Brazil,-14.235,-51.9253,45,0,0,15.0
NA_Brunei,Brunei,4.5353,114.7277,45,0,0,0.2
NA_Bulgaria,Bulgaria,42.7339,25.4858,45,0,0,1.6
NA_Burkina Faso,Burkina Faso,12.2383,-1.5616,45,0,0,0.0
NA_Cabo Verde,Cabo Verde,16.5388,-23.0418,45,0,0,0.0
NA_Cambodia,Cambodia,11.55,104.9167,45,0,1,1.6
NA_Cameroon,Cameroon,3.8480000000000003,11.5021,45,0,0,1.0
Alberta,Canada,53.9333,-116.5765,45,0,0,5.6
British Columbia,Canada,49.2827,-123.1207,45,0,0,21.0
Grand Princess,Canada,37.6489,-122.6655,45,0,0,0.0
Manitoba,Canada,53.7609,-98.8139,45,0,0,0.0
New Brunswick,Canada,46.5653,-66.4619,45,0,0,0.0
Newfoundland and Labrador,Canada,53.1355,-57.6604,45,0,0,0.0
Nova Scotia,Canada,44.681999999999995,-63.7443,45,0,0,0.0
Ontario,Canada,51.2538,-85.3232,45,0,0,24.4
Prince Edward Island,Canada,46.5107,-63.4168,45,0,0,0.0
Quebec,Canada,52.9399,-73.5491,45,0,0,3.4
Saskatchewan,Canada,52.9399,-106.4509,45,0,0,0.0
NA_Central African Republic,Central African Republic,6.6111,20.9394,45,0,0,0.0
NA_Chad,Chad,15.4542,18.7322,45,0,0,0.0
NA_Chile,Chile,-35.6751,-71.543,45,0,0,7.4
Anhui,China,31.8257,117.2264,45,6,979,990.0
Beijing,China,40.1824,116.4142,45,8,303,421.6
Chongqing,China,30.0572,107.874,45,6,526,658.4
Fujian,China,26.0789,117.9874,45,1,295,296.0
Gansu,China,37.8099,101.0583,45,2,87,117.8
Guangdong,China,23.3417,113.4244,45,7,1237,1353.6
Guangxi,China,23.8298,108.7881,45,2,218,252.0
Guizhou,China,26.8154,106.8748,45,2,115,146.0
Hainan,China,19.1959,109.7453,45,6,158,168.0
Hebei,China,39.549,116.1306,45,6,307,318.0
Heilongjiang,China,47.861999999999995,127.7615,45,13,0,481.0
Henan,China,33.882,113.61399999999999,45,22,0,1272.0
Hong Kong,China,22.3,114.2,45,2,51,111.0
Hubei,China,30.9756,112.2707,45,2959,43500,68936.0
Hunan,China,27.6104,111.7088,45,4,960,1018.0
Inner Mongolia,China,44.0935,113.9448,45,1,67,75.0
Jiangsu,China,32.9711,119.455,45,0,606,691.6
Jiangxi,China,27.614,115.7221,45,1,916,968.2
Jilin,China,43.6661,126.1923,45,1,90,93.0
Liaoning,China,41.2956,122.6085,45,1,107,124.4
Macau,China,22.1667,113.55,45,0,10,10.0
Ningxia,China,37.2692,106.1655,45,0,71,75.0
Qinghai,China,35.7452,95.9956,45,0,18,18.0
Shaanxi,China,35.1917,108.8701,45,1,226,245.0
Shandong,China,36.3427,118.1498,45,6,627,841.2
Shanghai,China,31.201999999999998,121.4491,45,3,0,341.4
Shanxi,China,37.5777,112.2922,45,0,126,133.0
Sichuan,China,30.6171,102.7103,45,3,454,626.6
Tianjin,China,39.3054,117.323,45,3,128,136.0
Tibet,China,31.6927,88.0924,45,0,1,1.0
Xinjiang,China,41.1129,85.2401,45,3,72,76.0
Yunnan,China,24.974,101.48700000000001,45,2,0,174.0
Zhejiang,China,29.1832,120.0934,45,1,1154,1215.0
NA_Colombia,Colombia,4.5709,-74.2973,45,0,0,0.6
NA_Congo (Brazzaville),Congo (Brazzaville),-4.0383,21.7587,45,0,0,0.0
NA_Congo (Kinshasa),Congo (Kinshasa),-4.0383,21.7587,45,0,0,0.0
NA_Costa Rica,Costa Rica,9.7489,-83.7534,45,0,0,3.0
NA_Cote d'Ivoire,Cote d'Ivoire,7.54,-5.5471,45,0,0,0.0
NA_Croatia,Croatia,45.1,15.2,45,0,0,11.4
NA_Diamond Princess,Diamond Princess,0.0,0.0,45,6,40,706.0
NA_Cuba,Cuba,22.0,-80.0,45,0,0,0.0
NA_Cyprus,Cyprus,35.1264,33.4299,45,0,0,2.4
NA_Czechia,Czechia,49.8175,15.472999999999999,45,0,0,22.2
Faroe Islands,Denmark,61.8926,-6.9118,45,0,0,1.4
Greenland,Denmark,71.7069,-42.6043,45,0,0,0.0
NA_Denmark,Denmark,56.2639,9.5018,45,0,1,36.2
NA_Djibouti,Djibouti,11.8251,42.5903,45,0,0,0.0
NA_Dominican Republic,Dominican Republic,18.7357,-70.1627,45,0,0,3.6
NA_Ecuador,Ecuador,-1.8312,-78.1834,45,0,0,13.0
NA_Egypt,Egypt,26.0,30.0,45,0,1,27.4
NA_El Salvador,El Salvador,13.7942,-88.8965,45,0,0,0.0
NA_Equatorial Guinea,Equatorial Guinea,1.5,10.0,45,0,0,0.0
NA_Eritrea,Eritrea,15.1794,39.7823,45,0,0,0.0
NA_Estonia,Estonia,58.5953,25.0136,45,0,0,8.6
NA_Eswatini,Eswatini,-26.5225,31.4659,45,0,0,0.0
NA_Ethiopia,Ethiopia,9.145,40.4897,45,0,0,0.0
NA_Fiji,Fiji,-17.7134,178.065,45,0,0,0.0
NA_Finland,Finland,64.0,26.0,45,0,1,17.6
French Guiana,France,3.9339,-53.1258,45,0,0,2.0
French Polynesia,France,-17.6797,149.4068,45,0,0,0.0
Guadeloupe,France,16.25,-61.5833,45,0,0,0.0
Mayotte,France,-12.8275,45.1662,45,0,0,0.0
New Caledonia,France,-20.9043,165.618,45,0,0,0.0
Reunion,France,-21.1351,55.2471,45,0,0,0.0
Saint Barthelemy,France,17.9,-62.8333,45,0,0,2.6
St Martin,France,18.0708,-63.0501,45,0,0,0.8
Martinique,France,14.6415,-61.0242,45,0,0,1.2
NA_France,France,46.2276,2.2137,45,11,12,678.0
NA_Gabon,Gabon,-0.8037,11.6094,45,0,0,0.0
NA_Gambia,Gambia,13.4432,-15.3101,45,0,0,0.0
NA_Georgia,Georgia,42.3154,43.3569,45,0,0,7.8
NA_Germany,Germany,51.0,9.0,45,0,18,833.4
NA_Ghana,Ghana,7.9465,-1.0232,45,0,0,0.0
NA_Greece,Greece,39.0742,21.8243,45,0,0,65.2
NA_Guatemala,Guatemala,15.7835,-90.2308,45,0,0,0.0
NA_Guinea,Guinea,9.9456,-9.6966,45,0,0,0.0
NA_Guyana,Guyana,5.0,-58.75,45,0,0,0.0
NA_Haiti,Haiti,18.9712,-72.2852,45,0,0,0.0
NA_Holy See,Holy See,41.9029,12.4534,45,0,0,0.6
NA_Honduras,Honduras,15.2,-86.2419,45,0,0,0.4
NA_Hungary,Hungary,47.1625,19.5033,45,0,0,4.8
NA_Iceland,Iceland,64.9631,-19.0208,45,0,0,43.0
NA_India,India,21.0,78.0,45,0,3,37.6
NA_Indonesia,Indonesia,-0.7893,113.9213,45,0,0,12.6
NA_Iran,Iran,32.0,53.0,45,145,1669,4676.6
NA_Iraq,Iraq,33.0,44.0,45,4,0,51.0
NA_Ireland,Ireland,53.1424,-7.6921,45,0,0,19.6
NA_Israel,Israel,31.0,35.0,45,0,2,44.4
NA_Italy,Italy,43.0,12.0,45,233,589,4484.4
NA_Jamaica,Jamaica,18.1096,-77.2975,45,0,0,0.0
NA_Japan,Japan,36.0,138.0,45,6,76,488.8
NA_Jordan,Jordan,31.24,36.51,45,0,0,1.0
NA_Kazakhstan,Kazakhstan,48.0196,66.9237,45,0,0,0.0
NA_Kenya,Kenya,-0.0236,37.9062,45,0,0,0.0
NA_South Korea,South Korea,36.0,128.0,45,44,135,4524.2
NA_Kuwait,Kuwait,29.5,47.75,45,0,0,59.6
NA_Kyrgyzstan,Kyrgyzstan,41.2044,74.7661,45,0,0,0.0
NA_Latvia,Latvia,56.8796,24.6032,45,0,0,1.0
NA_Lebanon,Lebanon,33.8547,35.8623,45,0,1,24.8
NA_Liberia,Liberia,6.4281,-9.4295,45,0,0,0.0
NA_Liechtenstein,Liechtenstein,47.14,9.55,45,0,0,1.0
NA_Lithuania,Lithuania,55.1694,23.8813,45,0,0,1.0
NA_Luxembourg,Luxembourg,49.8153,6.1296,45,0,0,3.4
NA_Madagascar,Madagascar,-18.7669,46.8691,45,0,0,0.0
NA_Malaysia,Malaysia,2.5,112.5,45,0,23,104.4
NA_Maldives,Maldives,3.2028,73.2207,45,0,0,2.8
NA_Malta,Malta,35.9375,14.3754,45,0,0,1.2
NA_Mauritania,Mauritania,21.0079,10.9408,45,0,0,0.0
NA_Mauritius,Mauritius,-20.2,57.5,45,0,0,0.0
NA_Mexico,Mexico,23.6345,-102.5528,45,0,1,6.2
NA_Moldova,Moldova,47.4116,28.3699,45,0,0,1.0
NA_Monaco,Monaco,43.7333,7.4167,45,0,0,1.0
NA_Mongolia,Mongolia,46.8625,103.8467,45,0,0,0.0
NA_Montenegro,Montenegro,42.5,19.3,45,0,0,0.0
NA_Morocco,Morocco,31.7917,-7.0926,45,0,0,2.2
NA_Namibia,Namibia,-22.9576,18.4904,45,0,0,0.0
NA_Nepal,Nepal,28.1667,84.25,45,0,1,1.0
Aruba,Netherlands,12.5186,-70.0358,45,0,0,0.0
Curacao,Netherlands,12.1696,-68.99,45,0,0,0.0
Sint Maarten,Netherlands,18.0425,-63.0548,45,0,0,0.0
NA_Netherlands,Netherlands,52.1326,5.2913,45,1,0,163.6
NA_New Zealand,New Zealand,-40.9006,174.886,45,0,0,4.4
NA_Nicaragua,Nicaragua,12.8654,-85.2072,45,0,0,0.0
NA_Niger,Niger,17.6078,8.0817,45,0,0,0.0
NA_Nigeria,Nigeria,9.082,8.6753,45,0,0,1.2
NA_North Macedonia,North Macedonia,41.6086,21.7453,45,0,0,3.4
NA_Norway,Norway,60.472,8.4689,45,0,0,195.2
NA_Oman,Oman,21.0,57.0,45,0,2,15.8
NA_Pakistan,Pakistan,30.3753,69.3451,45,0,0,5.2
NA_Panama,Panama,8.538,-80.7821,45,0,0,0.0
NA_Papua New Guinea,Papua New Guinea,-6.315,143.9555,45,0,0,0.0
NA_Paraguay,Paraguay,-23.4425,-58.4438,45,0,0,0.4
NA_Peru,Peru,-9.19,-75.0152,45,0,0,6.2
NA_Philippines,Philippines,13.0,122.0,45,1,1,8.8
NA_Poland,Poland,51.9194,19.1451,45,0,0,8.0
NA_Portugal,Portugal,39.3999,-8.2245,45,0,0,19.6
NA_Qatar,Qatar,25.3548,51.1839,45,0,0,64.0
NA_Romania,Romania,45.9432,24.9668,45,0,3,19.0
NA_Russia,Russia,60.0,90.0,45,0,2,10.6
NA_Rwanda,Rwanda,-1.9403,29.8739,45,0,0,0.0
NA_Saint Lucia,Saint Lucia,13.9094,-60.9789,45,0,0,0.0
NA_Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,12.9843,-61.2872,45,0,0,0.0
NA_San Marino,San Marino,43.9424,12.4578,45,1,0,24.8
NA_Saudi Arabia,Saudi Arabia,24.0,45.0,45,0,0,6.6
NA_Senegal,Senegal,14.4974,-14.4524,45,0,0,4.0
NA_Serbia,Serbia,44.0165,21.0059,45,0,0,0.8
NA_Seychelles,Seychelles,-4.6796,55.492,45,0,0,0.0
NA_Singapore,Singapore,1.2833,103.8333,45,0,78,121.6
NA_Slovakia,Slovakia,48.669,19.699,45,0,0,4.2
NA_Slovenia,Slovenia,46.1512,14.9955,45,0,0,6.4
NA_Somalia,Somalia,5.1521,46.1996,45,0,0,0.0
NA_South Africa,South Africa,-30.5595,22.9375,45,0,0,2.2
NA_Spain,Spain,40.0,-4.0,45,10,30,785.4
NA_Sri Lanka,Sri Lanka,7.0,81.0,45,0,1,1.0
NA_Sudan,Sudan,12.8628,30.2176,45,0,0,0.0
NA_Suriname,Suriname,3.9193,-56.0278,45,0,0,0.0
NA_Sweden,Sweden,63.0,16.0,45,0,0,161.4
NA_Switzerland,Switzerland,46.8182,8.2275,45,1,3,261.4
NA_Taiwan*,Taiwan*,23.7,121.0,45,1,12,43.8
NA_Tanzania,Tanzania,-6.369,34.8888,45,0,0,0.0
NA_Thailand,Thailand,15.0,101.0,45,1,31,49.0
NA_Togo,Togo,8.6195,0.8248,45,0,0,0.6
NA_Trinidad and Tobago,Trinidad and Tobago,10.6918,-61.2225,45,0,0,0.0
NA_Tunisia,Tunisia,34.0,9.0,45,0,0,2.2
NA_Turkey,Turkey,38.9637,35.2433,45,0,0,0.0
NA_Uganda,Uganda,1.0,32.0,45,0,0,0.0
NA_Ukraine,Ukraine,48.3794,31.1656,45,0,0,1.0
NA_United Arab Emirates,United Arab Emirates,24.0,54.0,45,0,7,31.8
Bermuda,United Kingdom,32.3078,-64.7505,45,0,0,0.0
Cayman Islands,United Kingdom,19.3133,-81.2546,45,0,0,0.0
Channel Islands,United Kingdom,49.3723,-2.3644,45,0,0,0.2
Gibraltar,United Kingdom,36.1408,-5.3536,45,0,0,1.0
Isle of Man,United Kingdom,54.2361,-4.5481,45,0,0,0.0
Montserrat,United Kingdom,16.7425,-62.1874,45,0,0,0.0
NA_United Kingdom,United Kingdom,55.3781,-3.4360000000000004,45,2,18,342.4
NA_Uruguay,Uruguay,-32.5228,-55.7658,45,0,0,0.0
NA_US,US,37.0902,-95.7129,45,17,7,494.2
NA_Uzbekistan,Uzbekistan,41.3775,64.5853,45,0,0,0.0
NA_Venezuela,Venezuela,6.4238,-66.5897,45,0,0,0.0
NA_Vietnam,Vietnam,16.0,108.0,45,0,16,25.0
NA_Zambia,Zambia,-15.4167,28.2833,45,0,0,0.0
NA_Zimbabwe,Zimbabwe,-20.0,30.0,45,0,0,0.0
Diamond Princess,Canada,0.0,0.0,45,0,0,0.0
NA_Dominica,Dominica,15.415,-61.371,45,0,0,0.0
NA_Grenada,Grenada,12.1165,-61.678999999999995,45,0,0,0.0
NA_Mozambique,Mozambique,-18.665695,35.529562,45,0,0,0.0
NA_Syria,Syria,34.802075,38.99681500000001,45,0,0,0.0
NA_Timor-Leste,Timor-Leste,-8.874217,125.727539,45,0,0,0.0
NA_Belize,Belize,13.1939,-59.5432,45,0,0,0.0
NA_Laos,Laos,19.856270000000002,102.495496,45,0,0,0.0
NA_Libya,Libya,26.3351,17.228331,45,0,0,0.0
NA_West Bank and Gaza,West Bank and Gaza,31.9522,35.2332,45,0,0,13.8
NA_Guinea-Bissau,Guinea-Bissau,11.8037,-15.1804,45,0,0,0.0
NA_Mali,Mali,17.570692,-3.996166000000001,45,0,0,0.0
NA_Saint Kitts and Nevis,Saint Kitts and Nevis,17.357822,-62.782998,45,0,0,0.0
Northwest Territories,Canada,64.8255,-124.8457,45,0,0,0.0
Yukon,Canada,64.2823,-135.0,45,0,0,0.0
NA_Kosovo,Kosovo,42.602636,20.902977,45,0,0,0.0
NA_Burma,Burma,21.9162,95.956,45,0,0,0.0
Anguilla,United Kingdom,18.2206,-63.0686,45,0,0,0.0
British Virgin Islands,United Kingdom,18.4207,-64.64,45,0,0,0.0
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,45,0,0,0.0
NA_MS Zaandam,MS Zaandam,0.0,0.0,45,0,0,0.0
NA_Botswana,Botswana,-22.3285,24.6849,45,0,0,0.0
NA_Burundi,Burundi,-3.3731,29.9189,45,0,0,0.0
NA_Sierra Leone,Sierra Leone,8.460555000000001,-11.779889,45,0,0,0.0
NA_Malawi,Malawi,-13.254307999999998,34.301525,45,0,0,0.0
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,45,0,0,0.0
Saint Pierre and Miquelon,France,46.8852,-56.3159,45,0,0,0.0
NA_South Sudan,South Sudan,6.8770000000000024,31.307,45,0,0,0.0
NA_Western Sahara,Western Sahara,24.2155,-12.8858,45,0,0,0.0
NA_Sao Tome and Principe,Sao Tome and Principe,0.18636,6.613081,45,0,0,0.0
NA_Yemen,Yemen,15.552726999999999,48.516388,45,0,0,0.0
NA_Afghanistan,Afghanistan,33.0,65.0,46,0,0,3.0
NA_Albania,Albania,41.1533,20.1683,46,0,0,2.4
NA_Algeria,Algeria,28.0339,1.6596,46,0,0,19.2
NA_Andorra,Andorra,42.5063,1.5218,46,0,0,1.0
NA_Angola,Angola,-11.2027,17.8739,46,0,0,0.0
NA_Antigua and Barbuda,Antigua and Barbuda,17.0608,-61.7964,46,0,0,0.0
NA_Argentina,Argentina,-38.4161,-63.6167,46,1,0,13.8
NA_Armenia,Armenia,40.0691,45.0382,46,0,0,1.0
Australian Capital Territory,Australia,-35.4735,149.0124,46,0,0,0.0
New South Wales,Australia,-33.8688,151.2093,46,2,4,45.6
Northern Territory,Australia,-12.4634,130.8456,46,0,0,0.4
Queensland,Australia,-28.0167,153.4,46,0,8,29.6
South Australia,Australia,-34.9285,138.6007,46,0,2,7.0
Tasmania,Australia,-41.4545,145.9707,46,0,0,1.8
Victoria,Australia,-37.8136,144.9631,46,0,7,13.0
Western Australia,Australia,-31.9505,115.8605,46,1,0,3.8
NA_Austria,Austria,47.5162,14.5501,46,0,0,95.2
NA_Azerbaijan,Azerbaijan,40.1431,47.5769,46,0,0,8.2
NA_Bahamas,Bahamas,25.0343,-77.3963,46,0,0,0.0
NA_Bahrain,Bahrain,26.0275,50.55,46,0,4,56.4
NA_Bangladesh,Bangladesh,23.685,90.3563,46,0,0,1.2
NA_Barbados,Barbados,13.1939,-59.5432,46,0,0,0.0
NA_Belarus,Belarus,53.7098,27.9534,46,0,0,6.6
NA_Belgium,Belgium,50.8333,4.0,46,0,1,173.0
NA_Benin,Benin,9.3077,2.3158,46,0,0,0.0
NA_Bhutan,Bhutan,27.5142,90.4336,46,0,0,1.0
NA_Bolivia,Bolivia,-16.2902,-63.5887,46,0,0,0.4
NA_Bosnia and Herzegovina,Bosnia and Herzegovina,43.9159,17.6791,46,0,0,3.8
NA_Brazil,Brazil,-14.235,-51.9253,46,0,0,20.4
NA_Brunei,Brunei,4.5353,114.7277,46,0,0,2.4
NA_Bulgaria,Bulgaria,42.7339,25.4858,46,0,0,2.4
NA_Burkina Faso,Burkina Faso,12.2383,-1.5616,46,0,0,0.4
NA_Cabo Verde,Cabo Verde,16.5388,-23.0418,46,0,0,0.0
NA_Cambodia,Cambodia,11.55,104.9167,46,0,1,2.8
NA_Cameroon,Cameroon,3.8480000000000003,11.5021,46,0,0,1.4
Alberta,Canada,53.9333,-116.5765,46,0,0,9.4
British Columbia,Canada,49.2827,-123.1207,46,0,0,25.0
Grand Princess,Canada,37.6489,-122.6655,46,0,0,0.4
Manitoba,Canada,53.7609,-98.8139,46,0,0,0.0
New Brunswick,Canada,46.5653,-66.4619,46,0,0,0.0
Newfoundland and Labrador,Canada,53.1355,-57.6604,46,0,0,0.0
Nova Scotia,Canada,44.681999999999995,-63.7443,46,0,0,0.0
Ontario,Canada,51.2538,-85.3232,46,0,0,24.4
Prince Edward Island,Canada,46.5107,-63.4168,46,0,0,0.0
Quebec,Canada,52.9399,-73.5491,46,0,0,6.6
Saskatchewan,Canada,52.9399,-106.4509,46,0,0,0.0
NA_Central African Republic,Central African Republic,6.6111,20.9394,46,0,0,0.0
NA_Chad,Chad,15.4542,18.7322,46,0,0,0.0
NA_Chile,Chile,-35.6751,-71.543,46,0,0,7.4
Anhui,China,31.8257,117.2264,46,6,984,990.0
Beijing,China,40.1824,116.4142,46,8,308,402.4
Chongqing,China,30.0572,107.874,46,6,527,658.4
Fujian,China,26.0789,117.9874,46,1,295,296.0
Gansu,China,37.8099,101.0583,46,2,87,122.4
Guangdong,China,23.3417,113.4244,46,7,1256,1353.6
Guangxi,China,23.8298,108.7881,46,2,223,252.0
Guizhou,China,26.8154,106.8748,46,2,117,146.0
Hainan,China,19.1959,109.7453,46,6,159,168.0
Hebei,China,39.549,116.1306,46,6,307,318.0
Heilongjiang,China,47.861999999999995,127.7615,46,13,0,481.0
Henan,China,33.882,113.61399999999999,46,22,0,1272.0
Hong Kong,China,22.3,114.2,46,3,58,115.8
Hubei,China,30.9756,112.2707,46,2986,45235,77943.0
Hunan,China,27.6104,111.7088,46,4,968,1084.2
Inner Mongolia,China,44.0935,113.9448,46,1,70,75.0
Jiangsu,China,32.9711,119.455,46,0,612,631.0
Jiangxi,China,27.614,115.7221,46,1,919,968.2
Jilin,China,43.6661,126.1923,46,1,90,93.0
Liaoning,China,41.2956,122.6085,46,1,109,125.0
Macau,China,22.1667,113.55,46,0,10,10.0
Ningxia,China,37.2692,106.1655,46,0,71,75.0
Qinghai,China,35.7452,95.9956,46,0,18,18.0
Shaanxi,China,35.1917,108.8701,46,1,227,245.0
Shandong,China,36.3427,118.1498,46,6,642,841.2
Shanghai,China,31.201999999999998,121.4491,46,3,0,342.6
Shanxi,China,37.5777,112.2922,46,0,126,133.0
Sichuan,China,30.6171,102.7103,46,3,464,582.8
Tianjin,China,39.3054,117.323,46,3,128,136.0
Tibet,China,31.6927,88.0924,46,0,1,1.0
Xinjiang,China,41.1129,85.2401,46,3,73,76.0
Yunnan,China,24.974,101.48700000000001,46,2,0,174.0
Zhejiang,China,29.1832,120.0934,46,1,1161,1215.0
NA_Colombia,Colombia,4.5709,-74.2973,46,0,0,1.2
NA_Congo (Brazzaville),Congo (Brazzaville),-4.0383,21.7587,46,0,0,0.0
NA_Congo (Kinshasa),Congo (Kinshasa),-4.0383,21.7587,46,0,0,0.0
NA_Costa Rica,Costa Rica,9.7489,-83.7534,46,0,0,3.0
NA_Cote d'Ivoire,Cote d'Ivoire,7.54,-5.5471,46,0,0,0.0
NA_Croatia,Croatia,45.1,15.2,46,0,0,12.2
NA_Diamond Princess,Diamond Princess,0.0,0.0,46,6,40,706.0
NA_Cuba,Cuba,22.0,-80.0,46,0,0,0.0
NA_Cyprus,Cyprus,35.1264,33.4299,46,0,0,5.2
NA_Czechia,Czechia,49.8175,15.472999999999999,46,0,0,38.0
Faroe Islands,Denmark,61.8926,-6.9118,46,0,0,1.6
Greenland,Denmark,71.7069,-42.6043,46,0,0,0.0
NA_Denmark,Denmark,56.2639,9.5018,46,0,1,86.6
NA_Djibouti,Djibouti,11.8251,42.5903,46,0,0,0.0
NA_Dominican Republic,Dominican Republic,18.7357,-70.1627,46,0,0,4.4
NA_Ecuador,Ecuador,-1.8312,-78.1834,46,0,0,14.4
NA_Egypt,Egypt,26.0,30.0,46,1,1,38.6
NA_El Salvador,El Salvador,13.7942,-88.8965,46,0,0,0.0
NA_Equatorial Guinea,Equatorial Guinea,1.5,10.0,46,0,0,0.0
NA_Eritrea,Eritrea,15.1794,39.7823,46,0,0,0.0
NA_Estonia,Estonia,58.5953,25.0136,46,0,0,10.4
NA_Eswatini,Eswatini,-26.5225,31.4659,46,0,0,0.0
NA_Ethiopia,Ethiopia,9.145,40.4897,46,0,0,0.0
NA_Fiji,Fiji,-17.7134,178.065,46,0,0,0.0
NA_Finland,Finland,64.0,26.0,46,0,1,28.2
French Guiana,France,3.9339,-53.1258,46,0,0,3.0
French Polynesia,France,-17.6797,149.4068,46,0,0,0.0
Guadeloupe,France,16.25,-61.5833,46,0,0,0.0
Mayotte,France,-12.8275,45.1662,46,0,0,0.0
New Caledonia,France,-20.9043,165.618,46,0,0,0.0
Reunion,France,-21.1351,55.2471,46,0,0,0.0
Saint Barthelemy,France,17.9,-62.8333,46,0,0,2.2
St Martin,France,18.0708,-63.0501,46,0,0,0.8
Martinique,France,14.6415,-61.0242,46,0,0,1.6
NA_France,France,46.2276,2.2137,46,19,12,862.8
NA_Gabon,Gabon,-0.8037,11.6094,46,0,0,0.0
NA_Gambia,Gambia,13.4432,-15.3101,46,0,0,0.0
NA_Georgia,Georgia,42.3154,43.3569,46,0,0,12.0
NA_Germany,Germany,51.0,9.0,46,0,18,1028.4
NA_Ghana,Ghana,7.9465,-1.0232,46,0,0,0.0
NA_Greece,Greece,39.0742,21.8243,46,0,0,65.2
NA_Guatemala,Guatemala,15.7835,-90.2308,46,0,0,0.0
NA_Guinea,Guinea,9.9456,-9.6966,46,0,0,0.0
NA_Guyana,Guyana,5.0,-58.75,46,0,0,0.0
NA_Haiti,Haiti,18.9712,-72.2852,46,0,0,0.0
NA_Holy See,Holy See,41.9029,12.4534,46,0,0,0.6
NA_Honduras,Honduras,15.2,-86.2419,46,0,0,0.4
NA_Hungary,Hungary,47.1625,19.5033,46,0,0,4.8
NA_Iceland,Iceland,64.9631,-19.0208,46,0,0,57.8
NA_India,India,21.0,78.0,46,0,3,37.6
NA_Indonesia,Indonesia,-0.7893,113.9213,46,0,0,12.6
NA_Iran,Iran,32.0,53.0,46,194,2134,5605.0
NA_Iraq,Iraq,33.0,44.0,46,6,0,51.0
NA_Ireland,Ireland,53.1424,-7.6921,46,0,0,27.0
NA_Israel,Israel,31.0,35.0,46,0,2,55.4
NA_Italy,Italy,43.0,12.0,46,366,622,7194.4
NA_Jamaica,Jamaica,18.1096,-77.2975,46,0,0,0.0
NA_Japan,Japan,36.0,138.0,46,6,76,488.8
NA_Jordan,Jordan,31.24,36.51,46,0,0,1.0
NA_Kazakhstan,Kazakhstan,48.0196,66.9237,46,0,0,0.0
NA_Kenya,Kenya,-0.0236,37.9062,46,0,0,0.0
NA_South Korea,South Korea,36.0,128.0,46,50,118,4522.8
NA_Kuwait,Kuwait,29.5,47.75,46,0,1,59.6
NA_Kyrgyzstan,Kyrgyzstan,41.2044,74.7661,46,0,0,0.0
NA_Latvia,Latvia,56.8796,24.6032,46,0,0,2.8
NA_Lebanon,Lebanon,33.8547,35.8623,46,0,1,24.8
NA_Liberia,Liberia,6.4281,-9.4295,46,0,0,0.0
NA_Liechtenstein,Liechtenstein,47.14,9.55,46,0,0,1.0
NA_Lithuania,Lithuania,55.1694,23.8813,46,0,0,1.0
NA_Luxembourg,Luxembourg,49.8153,6.1296,46,0,0,3.4
NA_Madagascar,Madagascar,-18.7669,46.8691,46,0,0,0.0
NA_Malaysia,Malaysia,2.5,112.5,46,0,24,104.4
NA_Maldives,Maldives,3.2028,73.2207,46,0,0,2.8
NA_Malta,Malta,35.9375,14.3754,46,0,0,3.4
NA_Mauritania,Mauritania,21.0079,10.9408,46,0,0,0.0
NA_Mauritius,Mauritius,-20.2,57.5,46,0,0,0.0
NA_Mexico,Mexico,23.6345,-102.5528,46,0,1,6.2
NA_Moldova,Moldova,47.4116,28.3699,46,0,0,1.6
NA_Monaco,Monaco,43.7333,7.4167,46,0,0,1.0
NA_Mongolia,Mongolia,46.8625,103.8467,46,0,0,0.2
NA_Montenegro,Montenegro,42.5,19.3,46,0,0,0.0
NA_Morocco,Morocco,31.7917,-7.0926,46,0,0,2.2
NA_Namibia,Namibia,-22.9576,18.4904,46,0,0,0.0
NA_Nepal,Nepal,28.1667,84.25,46,0,1,1.0
Aruba,Netherlands,12.5186,-70.0358,46,0,0,0.0
Curacao,Netherlands,12.1696,-68.99,46,0,0,0.0
Sint Maarten,Netherlands,18.0425,-63.0548,46,0,0,0.0
NA_Netherlands,Netherlands,52.1326,5.2913,46,3,0,256.6
NA_New Zealand,New Zealand,-40.9006,174.886,46,0,0,4.4
