Province/State,Country/Region,Lat,Long,days_since,Confirmed,Deaths,Recovered
NA_Switzerland,Switzerland,46.8182,8.2275,17,0,0,0
NA_Taiwan*,Taiwan*,23.7,121.0,17,17,0,1
NA_Tanzania,Tanzania,-6.369,34.8888,17,0,0,0
NA_Thailand,Thailand,15.0,101.0,17,32,0,10
NA_Togo,Togo,8.6195,0.8248,17,0,0,0
NA_Trinidad and Tobago,Trinidad and Tobago,10.6918,-61.2225,17,0,0,0
NA_Tunisia,Tunisia,34.0,9.0,17,0,0,0
NA_Turkey,Turkey,38.9637,35.2433,17,0,0,0
NA_Uganda,Uganda,1.0,32.0,17,0,0,0
NA_Ukraine,Ukraine,48.3794,31.1656,17,0,0,0
NA_United Arab Emirates,United Arab Emirates,24.0,54.0,17,7,0,0
Bermuda,United Kingdom,32.3078,-64.7505,17,0,0,0
Cayman Islands,United Kingdom,19.3133,-81.2546,17,0,0,0
Channel Islands,United Kingdom,49.3723,-2.3644,17,0,0,0
Gibraltar,United Kingdom,36.1408,-5.3536,17,0,0,0
Isle of Man,United Kingdom,54.2361,-4.5481,17,0,0,0
Montserrat,United Kingdom,16.7425,-62.1874,17,0,0,0
NA_United Kingdom,United Kingdom,55.3781,-3.4360000000000004,17,3,0,0
NA_Uruguay,Uruguay,-32.5228,-55.7658,17,0,0,0
NA_US,US,37.0902,-95.7129,17,11,0,0
NA_Uzbekistan,Uzbekistan,41.3775,64.5853,17,0,0,0
NA_Venezuela,Venezuela,6.4238,-66.5897,17,0,0,0
NA_Vietnam,Vietnam,16.0,108.0,17,13,0,1
NA_Zambia,Zambia,-15.4167,28.2833,17,0,0,0
NA_Zimbabwe,Zimbabwe,-20.0,30.0,17,0,0,0
Diamond Princess,Canada,0.0,0.0,17,0,0,0
NA_Dominica,Dominica,15.415,-61.371,17,0,0,0
NA_Grenada,Grenada,12.1165,-61.678999999999995,17,0,0,0
NA_Mozambique,Mozambique,-18.665695,35.529562,17,0,0,0
NA_Syria,Syria,34.802075,38.99681500000001,17,0,0,0
NA_Timor-Leste,Timor-Leste,-8.874217,125.727539,17,0,0,0
NA_Belize,Belize,13.1939,-59.5432,17,0,0,0
NA_Laos,Laos,19.856270000000002,102.495496,17,0,0,0
NA_Libya,Libya,26.3351,17.228331,17,0,0,0
NA_West Bank and Gaza,West Bank and Gaza,31.9522,35.2332,17,0,0,0
NA_Guinea-Bissau,Guinea-Bissau,11.8037,-15.1804,17,0,0,0
NA_Mali,Mali,17.570692,-3.996166000000001,17,0,0,0
NA_Saint Kitts and Nevis,Saint Kitts and Nevis,17.357822,-62.782998,17,0,0,0
Northwest Territories,Canada,64.8255,-124.8457,17,0,0,0
Yukon,Canada,64.2823,-135.0,17,0,0,0
NA_Kosovo,Kosovo,42.602636,20.902977,17,0,0,0
NA_Burma,Burma,21.9162,95.956,17,0,0,0
Anguilla,United Kingdom,18.2206,-63.0686,17,0,0,0
British Virgin Islands,United Kingdom,18.4207,-64.64,17,0,0,0
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,17,0,0,0
NA_MS Zaandam,MS Zaandam,0.0,0.0,17,0,0,0
NA_Botswana,Botswana,-22.3285,24.6849,17,0,0,0
NA_Burundi,Burundi,-3.3731,29.9189,17,0,0,0
NA_Sierra Leone,Sierra Leone,8.460555000000001,-11.779889,17,0,0,0
NA_Malawi,Malawi,-13.254307999999998,34.301525,17,0,0,0
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,17,0,0,0
Saint Pierre and Miquelon,France,46.8852,-56.3159,17,0,0,0
NA_South Sudan,South Sudan,6.8770000000000024,31.307,17,0,0,0
NA_Western Sahara,Western Sahara,24.2155,-12.8858,17,0,0,0
NA_Sao Tome and Principe,Sao Tome and Principe,0.18636,6.613081,17,0,0,0
NA_Yemen,Yemen,15.552726999999999,48.516388,17,0,0,0
NA_Afghanistan,Afghanistan,33.0,65.0,18,0,0,0
NA_Albania,Albania,41.1533,20.1683,18,0,0,0
NA_Algeria,Algeria,28.0339,1.6596,18,0,0,0
NA_Andorra,Andorra,42.5063,1.5218,18,0,0,0
NA_Angola,Angola,-11.2027,17.8739,18,0,0,0
NA_Antigua and Barbuda,Antigua and Barbuda,17.0608,-61.7964,18,0,0,0
NA_Argentina,Argentina,-38.4161,-63.6167,18,0,0,0
NA_Armenia,Armenia,40.0691,45.0382,18,0,0,0
Australian Capital Territory,Australia,-35.4735,149.0124,18,0,0,0
New South Wales,Australia,-33.8688,151.2093,18,4,0,2
Northern Territory,Australia,-12.4634,130.8456,18,0,0,0
Queensland,Australia,-28.0167,153.4,18,5,0,0
South Australia,Australia,-34.9285,138.6007,18,2,0,0
Tasmania,Australia,-41.4545,145.9707,18,0,0,0
Victoria,Australia,-37.8136,144.9631,18,4,0,0
Western Australia,Australia,-31.9505,115.8605,18,0,0,0
NA_Austria,Austria,47.5162,14.5501,18,0,0,0
NA_Azerbaijan,Azerbaijan,40.1431,47.5769,18,0,0,0
NA_Bahamas,Bahamas,25.0343,-77.3963,18,0,0,0
NA_Bahrain,Bahrain,26.0275,50.55,18,0,0,0
NA_Bangladesh,Bangladesh,23.685,90.3563,18,0,0,0
NA_Barbados,Barbados,13.1939,-59.5432,18,0,0,0
NA_Belarus,Belarus,53.7098,27.9534,18,0,0,0
NA_Belgium,Belgium,50.8333,4.0,18,1,0,0
NA_Benin,Benin,9.3077,2.3158,18,0,0,0
NA_Bhutan,Bhutan,27.5142,90.4336,18,0,0,0
NA_Bolivia,Bolivia,-16.2902,-63.5887,18,0,0,0
NA_Bosnia and Herzegovina,Bosnia and Herzegovina,43.9159,17.6791,18,0,0,0
NA_Brazil,Brazil,-14.235,-51.9253,18,0,0,0
NA_Brunei,Brunei,4.5353,114.7277,18,0,0,0
NA_Bulgaria,Bulgaria,42.7339,25.4858,18,0,0,0
NA_Burkina Faso,Burkina Faso,12.2383,-1.5616,18,0,0,0
NA_Cabo Verde,Cabo Verde,16.5388,-23.0418,18,0,0,0
NA_Cambodia,Cambodia,11.55,104.9167,18,1,0,0
NA_Cameroon,Cameroon,3.8480000000000003,11.5021,18,0,0,0
Alberta,Canada,53.9333,-116.5765,18,0,0,0
British Columbia,Canada,49.2827,-123.1207,18,4,0,0
Grand Princess,Canada,37.6489,-122.6655,18,0,0,0
Manitoba,Canada,53.7609,-98.8139,18,0,0,0
New Brunswick,Canada,46.5653,-66.4619,18,0,0,0
Newfoundland and Labrador,Canada,53.1355,-57.6604,18,0,0,0
Nova Scotia,Canada,44.681999999999995,-63.7443,18,0,0,0
Ontario,Canada,51.2538,-85.3232,18,3,0,0
Prince Edward Island,Canada,46.5107,-63.4168,18,0,0,0
Quebec,Canada,52.9399,-73.5491,18,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,18,0,0,0
NA_Central African Republic,Central African Republic,6.6111,20.9394,18,0,0,0
NA_Chad,Chad,15.4542,18.7322,18,0,0,0
NA_Chile,Chile,-35.6751,-71.543,18,0,0,0
Anhui,China,31.8257,117.2264,18,779,1,72
Beijing,China,40.1824,116.4142,18,326,2,37
Chongqing,China,30.0572,107.874,18,468,2,51
Fujian,China,26.0789,117.9874,18,250,0,35
Gansu,China,37.8099,101.0583,18,83,2,16
Guangdong,China,23.3417,113.4244,18,1131,1,141
Guangxi,China,23.8298,108.7881,18,195,1,18
Guizhou,China,26.8154,106.8748,18,99,1,7
Hainan,China,19.1959,109.7453,18,131,3,19
Hebei,China,39.549,116.1306,18,206,2,34
Heilongjiang,China,47.861999999999995,127.7615,18,307,6,0
Henan,China,33.882,113.61399999999999,18,1033,6,0
Hong Kong,China,22.3,114.2,18,29,1,0
Hubei,China,30.9756,112.2707,18,29631,871,1795
Hunan,China,27.6104,111.7088,18,838,1,186
Inner Mongolia,China,44.0935,113.9448,18,54,0,5
Jiangsu,China,32.9711,119.455,18,468,0,71
Jiangxi,China,27.614,115.7221,18,740,0,73
Jilin,China,43.6661,126.1923,18,78,1,12
Liaoning,China,41.2956,122.6085,18,107,0,12
Macau,China,22.1667,113.55,18,10,0,1
Ningxia,China,37.2692,106.1655,18,45,0,13
Qinghai,China,35.7452,95.9956,18,18,0,3
Shaanxi,China,35.1917,108.8701,18,208,0,25
Shandong,China,36.3427,118.1498,18,444,1,63
Shanghai,China,31.201999999999998,121.4491,18,293,1,0
Shanxi,China,37.5777,112.2922,18,119,0,25
Sichuan,China,30.6171,102.7103,18,386,1,71
Tianjin,China,39.3054,117.323,18,91,1,4
Tibet,China,31.6927,88.0924,18,1,0,0
Xinjiang,China,41.1129,85.2401,18,45,0,0
Yunnan,China,24.974,101.48700000000001,18,141,0,0
Zhejiang,China,29.1832,120.0934,18,1075,0,201
NA_Colombia,Colombia,4.5709,-74.2973,18,0,0,0
NA_Congo (Brazzaville),Congo (Brazzaville),-4.0383,21.7587,18,0,0,0
NA_Congo (Kinshasa),Congo (Kinshasa),-4.0383,21.7587,18,0,0,0
NA_Costa Rica,Costa Rica,9.7489,-83.7534,18,0,0,0
NA_Cote d'Ivoire,Cote d'Ivoire,7.54,-5.5471,18,0,0,0
NA_Croatia,Croatia,45.1,15.2,18,0,0,0
NA_Diamond Princess,Diamond Princess,0.0,0.0,18,64,0,0
NA_Cuba,Cuba,22.0,-80.0,18,0,0,0
NA_Cyprus,Cyprus,35.1264,33.4299,18,0,0,0
NA_Czechia,Czechia,49.8175,15.472999999999999,18,0,0,0
Faroe Islands,Denmark,61.8926,-6.9118,18,0,0,0
Greenland,Denmark,71.7069,-42.6043,18,0,0,0
NA_Denmark,Denmark,56.2639,9.5018,18,0,0,0
NA_Djibouti,Djibouti,11.8251,42.5903,18,0,0,0
NA_Dominican Republic,Dominican Republic,18.7357,-70.1627,18,0,0,0
NA_Ecuador,Ecuador,-1.8312,-78.1834,18,0,0,0
NA_Egypt,Egypt,26.0,30.0,18,0,0,0
NA_El Salvador,El Salvador,13.7942,-88.8965,18,0,0,0
NA_Equatorial Guinea,Equatorial Guinea,1.5,10.0,18,0,0,0
NA_Eritrea,Eritrea,15.1794,39.7823,18,0,0,0
NA_Estonia,Estonia,58.5953,25.0136,18,0,0,0
NA_Eswatini,Eswatini,-26.5225,31.4659,18,0,0,0
NA_Ethiopia,Ethiopia,9.145,40.4897,18,0,0,0
NA_Fiji,Fiji,-17.7134,178.065,18,0,0,0
NA_Finland,Finland,64.0,26.0,18,1,0,0
French Guiana,France,3.9339,-53.1258,18,0,0,0
French Polynesia,France,-17.6797,149.4068,18,0,0,0
Guadeloupe,France,16.25,-61.5833,18,0,0,0
Mayotte,France,-12.8275,45.1662,18,0,0,0
New Caledonia,France,-20.9043,165.618,18,0,0,0
Reunion,France,-21.1351,55.2471,18,0,0,0
Saint Barthelemy,France,17.9,-62.8333,18,0,0,0
St Martin,France,18.0708,-63.0501,18,0,0,0
Martinique,France,14.6415,-61.0242,18,0,0,0
NA_France,France,46.2276,2.2137,18,11,0,0
NA_Gabon,Gabon,-0.8037,11.6094,18,0,0,0
NA_Gambia,Gambia,13.4432,-15.3101,18,0,0,0
NA_Georgia,Georgia,42.3154,43.3569,18,0,0,0
NA_Germany,Germany,51.0,9.0,18,14,0,0
NA_Ghana,Ghana,7.9465,-1.0232,18,0,0,0
NA_Greece,Greece,39.0742,21.8243,18,0,0,0
NA_Guatemala,Guatemala,15.7835,-90.2308,18,0,0,0
NA_Guinea,Guinea,9.9456,-9.6966,18,0,0,0
NA_Guyana,Guyana,5.0,-58.75,18,0,0,0
NA_Haiti,Haiti,18.9712,-72.2852,18,0,0,0
NA_Holy See,Holy See,41.9029,12.4534,18,0,0,0
NA_Honduras,Honduras,15.2,-86.2419,18,0,0,0
NA_Hungary,Hungary,47.1625,19.5033,18,0,0,0
NA_Iceland,Iceland,64.9631,-19.0208,18,0,0,0
NA_India,India,21.0,78.0,18,3,0,0
NA_Indonesia,Indonesia,-0.7893,113.9213,18,0,0,0
NA_Iran,Iran,32.0,53.0,18,0,0,0
NA_Iraq,Iraq,33.0,44.0,18,0,0,0
NA_Ireland,Ireland,53.1424,-7.6921,18,0,0,0
NA_Israel,Israel,31.0,35.0,18,0,0,0
NA_Italy,Italy,43.0,12.0,18,3,0,0
NA_Jamaica,Jamaica,18.1096,-77.2975,18,0,0,0
NA_Japan,Japan,36.0,138.0,18,26,0,1
NA_Jordan,Jordan,31.24,36.51,18,0,0,0
NA_Kazakhstan,Kazakhstan,48.0196,66.9237,18,0,0,0
NA_Kenya,Kenya,-0.0236,37.9062,18,0,0,0
NA_South Korea,South Korea,36.0,128.0,18,25,0,3
NA_Kuwait,Kuwait,29.5,47.75,18,0,0,0
NA_Kyrgyzstan,Kyrgyzstan,41.2044,74.7661,18,0,0,0
NA_Latvia,Latvia,56.8796,24.6032,18,0,0,0
NA_Lebanon,Lebanon,33.8547,35.8623,18,0,0,0
NA_Liberia,Liberia,6.4281,-9.4295,18,0,0,0
NA_Liechtenstein,Liechtenstein,47.14,9.55,18,0,0,0
NA_Lithuania,Lithuania,55.1694,23.8813,18,0,0,0
NA_Luxembourg,Luxembourg,49.8153,6.1296,18,0,0,0
NA_Madagascar,Madagascar,-18.7669,46.8691,18,0,0,0
NA_Malaysia,Malaysia,2.5,112.5,18,16,0,1
NA_Maldives,Maldives,3.2028,73.2207,18,0,0,0
NA_Malta,Malta,35.9375,14.3754,18,0,0,0
NA_Mauritania,Mauritania,21.0079,10.9408,18,0,0,0
NA_Mauritius,Mauritius,-20.2,57.5,18,0,0,0
NA_Mexico,Mexico,23.6345,-102.5528,18,0,0,0
NA_Moldova,Moldova,47.4116,28.3699,18,0,0,0
NA_Monaco,Monaco,43.7333,7.4167,18,0,0,0
NA_Mongolia,Mongolia,46.8625,103.8467,18,0,0,0
NA_Montenegro,Montenegro,42.5,19.3,18,0,0,0
NA_Morocco,Morocco,31.7917,-7.0926,18,0,0,0
NA_Namibia,Namibia,-22.9576,18.4904,18,0,0,0
NA_Nepal,Nepal,28.1667,84.25,18,1,0,0
Aruba,Netherlands,12.5186,-70.0358,18,0,0,0
Curacao,Netherlands,12.1696,-68.99,18,0,0,0
Sint Maarten,Netherlands,18.0425,-63.0548,18,0,0,0
NA_Netherlands,Netherlands,52.1326,5.2913,18,0,0,0
NA_New Zealand,New Zealand,-40.9006,174.886,18,0,0,0
NA_Nicaragua,Nicaragua,12.8654,-85.2072,18,0,0,0
NA_Niger,Niger,17.6078,8.0817,18,0,0,0
NA_Nigeria,Nigeria,9.082,8.6753,18,0,0,0
NA_North Macedonia,North Macedonia,41.6086,21.7453,18,0,0,0
NA_Norway,Norway,60.472,8.4689,18,0,0,0
NA_Oman,Oman,21.0,57.0,18,0,0,0
NA_Pakistan,Pakistan,30.3753,69.3451,18,0,0,0
NA_Panama,Panama,8.538,-80.7821,18,0,0,0
NA_Papua New Guinea,Papua New Guinea,-6.315,143.9555,18,0,0,0
NA_Paraguay,Paraguay,-23.4425,-58.4438,18,0,0,0
NA_Peru,Peru,-9.19,-75.0152,18,0,0,0
NA_Philippines,Philippines,13.0,122.0,18,3,1,0
NA_Poland,Poland,51.9194,19.1451,18,0,0,0
NA_Portugal,Portugal,39.3999,-8.2245,18,0,0,0
NA_Qatar,Qatar,25.3548,51.1839,18,0,0,0
NA_Romania,Romania,45.9432,24.9668,18,0,0,0
NA_Russia,Russia,60.0,90.0,18,2,0,0
NA_Rwanda,Rwanda,-1.9403,29.8739,18,0,0,0
NA_Saint Lucia,Saint Lucia,13.9094,-60.9789,18,0,0,0
NA_Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,12.9843,-61.2872,18,0,0,0
NA_San Marino,San Marino,43.9424,12.4578,18,0,0,0
NA_Saudi Arabia,Saudi Arabia,24.0,45.0,18,0,0,0
NA_Senegal,Senegal,14.4974,-14.4524,18,0,0,0
NA_Serbia,Serbia,44.0165,21.0059,18,0,0,0
NA_Seychelles,Seychelles,-4.6796,55.492,18,0,0,0
NA_Singapore,Singapore,1.2833,103.8333,18,40,0,2
NA_Slovakia,Slovakia,48.669,19.699,18,0,0,0
NA_Slovenia,Slovenia,46.1512,14.9955,18,0,0,0
NA_Somalia,Somalia,5.1521,46.1996,18,0,0,0
NA_South Africa,South Africa,-30.5595,22.9375,18,0,0,0
NA_Spain,Spain,40.0,-4.0,18,2,0,0
NA_Sri Lanka,Sri Lanka,7.0,81.0,18,1,0,1
NA_Sudan,Sudan,12.8628,30.2176,18,0,0,0
NA_Suriname,Suriname,3.9193,-56.0278,18,0,0,0
NA_Sweden,Sweden,63.0,16.0,18,1,0,0
NA_Switzerland,Switzerland,46.8182,8.2275,18,0,0,0
NA_Taiwan*,Taiwan*,23.7,121.0,18,18,0,1
NA_Tanzania,Tanzania,-6.369,34.8888,18,0,0,0
NA_Thailand,Thailand,15.0,101.0,18,32,0,10
NA_Togo,Togo,8.6195,0.8248,18,0,0,0
NA_Trinidad and Tobago,Trinidad and Tobago,10.6918,-61.2225,18,0,0,0
NA_Tunisia,Tunisia,34.0,9.0,18,0,0,0
NA_Turkey,Turkey,38.9637,35.2433,18,0,0,0
NA_Uganda,Uganda,1.0,32.0,18,0,0,0
NA_Ukraine,Ukraine,48.3794,31.1656,18,0,0,0
NA_United Arab Emirates,United Arab Emirates,24.0,54.0,18,7,0,0
Bermuda,United Kingdom,32.3078,-64.7505,18,0,0,0
Cayman Islands,United Kingdom,19.3133,-81.2546,18,0,0,0
Channel Islands,United Kingdom,49.3723,-2.3644,18,0,0,0
Gibraltar,United Kingdom,36.1408,-5.3536,18,0,0,0
Isle of Man,United Kingdom,54.2361,-4.5481,18,0,0,0
Montserrat,United Kingdom,16.7425,-62.1874,18,0,0,0
NA_United Kingdom,United Kingdom,55.3781,-3.4360000000000004,18,3,0,0
NA_Uruguay,Uruguay,-32.5228,-55.7658,18,0,0,0
NA_US,US,37.0902,-95.7129,18,11,0,3
NA_Uzbekistan,Uzbekistan,41.3775,64.5853,18,0,0,0
NA_Venezuela,Venezuela,6.4238,-66.5897,18,0,0,0
NA_Vietnam,Vietnam,16.0,108.0,18,13,0,1
NA_Zambia,Zambia,-15.4167,28.2833,18,0,0,0
NA_Zimbabwe,Zimbabwe,-20.0,30.0,18,0,0,0
Diamond Princess,Canada,0.0,0.0,18,0,0,0
NA_Dominica,Dominica,15.415,-61.371,18,0,0,0
NA_Grenada,Grenada,12.1165,-61.678999999999995,18,0,0,0
NA_Mozambique,Mozambique,-18.665695,35.529562,18,0,0,0
NA_Syria,Syria,34.802075,38.99681500000001,18,0,0,0
NA_Timor-Leste,Timor-Leste,-8.874217,125.727539,18,0,0,0
NA_Belize,Belize,13.1939,-59.5432,18,0,0,0
NA_Laos,Laos,19.856270000000002,102.495496,18,0,0,0
NA_Libya,Libya,26.3351,17.228331,18,0,0,0
NA_West Bank and Gaza,West Bank and Gaza,31.9522,35.2332,18,0,0,0
NA_Guinea-Bissau,Guinea-Bissau,11.8037,-15.1804,18,0,0,0
NA_Mali,Mali,17.570692,-3.996166000000001,18,0,0,0
NA_Saint Kitts and Nevis,Saint Kitts and Nevis,17.357822,-62.782998,18,0,0,0
Northwest Territories,Canada,64.8255,-124.8457,18,0,0,0
Yukon,Canada,64.2823,-135.0,18,0,0,0
NA_Kosovo,Kosovo,42.602636,20.902977,18,0,0,0
NA_Burma,Burma,21.9162,95.956,18,0,0,0
Anguilla,United Kingdom,18.2206,-63.0686,18,0,0,0
British Virgin Islands,United Kingdom,18.4207,-64.64,18,0,0,0
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,18,0,0,0
NA_MS Zaandam,MS Zaandam,0.0,0.0,18,0,0,0
NA_Botswana,Botswana,-22.3285,24.6849,18,0,0,0
NA_Burundi,Burundi,-3.3731,29.9189,18,0,0,0
NA_Sierra Leone,Sierra Leone,8.460555000000001,-11.779889,18,0,0,0
NA_Malawi,Malawi,-13.254307999999998,34.301525,18,0,0,0
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,18,0,0,0
Saint Pierre and Miquelon,France,46.8852,-56.3159,18,0,0,0
NA_South Sudan,South Sudan,6.8770000000000024,31.307,18,0,0,0
NA_Western Sahara,Western Sahara,24.2155,-12.8858,18,0,0,0
NA_Sao Tome and Principe,Sao Tome and Principe,0.18636,6.613081,18,0,0,0
NA_Yemen,Yemen,15.552726999999999,48.516388,18,0,0,0
NA_Afghanistan,Afghanistan,33.0,65.0,19,0,0,0
NA_Albania,Albania,41.1533,20.1683,19,0,0,0
NA_Algeria,Algeria,28.0339,1.6596,19,0,0,0
NA_Andorra,Andorra,42.5063,1.5218,19,0,0,0
NA_Angola,Angola,-11.2027,17.8739,19,0,0,0
NA_Antigua and Barbuda,Antigua and Barbuda,17.0608,-61.7964,19,0,0,0
NA_Argentina,Argentina,-38.4161,-63.6167,19,0,0,0
NA_Armenia,Armenia,40.0691,45.0382,19,0,0,0
Australian Capital Territory,Australia,-35.4735,149.0124,19,0,0,0
New South Wales,Australia,-33.8688,151.2093,19,4,0,2
Northern Territory,Australia,-12.4634,130.8456,19,0,0,0
Queensland,Australia,-28.0167,153.4,19,5,0,0
South Australia,Australia,-34.9285,138.6007,19,2,0,0
Tasmania,Australia,-41.4545,145.9707,19,0,0,0
Victoria,Australia,-37.8136,144.9631,19,4,0,0
Western Australia,Australia,-31.9505,115.8605,19,0,0,0
NA_Austria,Austria,47.5162,14.5501,19,0,0,0
NA_Azerbaijan,Azerbaijan,40.1431,47.5769,19,0,0,0
NA_Bahamas,Bahamas,25.0343,-77.3963,19,0,0,0
NA_Bahrain,Bahrain,26.0275,50.55,19,0,0,0
NA_Bangladesh,Bangladesh,23.685,90.3563,19,0,0,0
NA_Barbados,Barbados,13.1939,-59.5432,19,0,0,0
NA_Belarus,Belarus,53.7098,27.9534,19,0,0,0
NA_Belgium,Belgium,50.8333,4.0,19,1,0,0
NA_Benin,Benin,9.3077,2.3158,19,0,0,0
NA_Bhutan,Bhutan,27.5142,90.4336,19,0,0,0
NA_Bolivia,Bolivia,-16.2902,-63.5887,19,0,0,0
NA_Bosnia and Herzegovina,Bosnia and Herzegovina,43.9159,17.6791,19,0,0,0
NA_Brazil,Brazil,-14.235,-51.9253,19,0,0,0
NA_Brunei,Brunei,4.5353,114.7277,19,0,0,0
NA_Bulgaria,Bulgaria,42.7339,25.4858,19,0,0,0
NA_Burkina Faso,Burkina Faso,12.2383,-1.5616,19,0,0,0
NA_Cabo Verde,Cabo Verde,16.5388,-23.0418,19,0,0,0
NA_Cambodia,Cambodia,11.55,104.9167,19,1,0,0
NA_Cameroon,Cameroon,3.8480000000000003,11.5021,19,0,0,0
Alberta,Canada,53.9333,-116.5765,19,0,0,0
British Columbia,Canada,49.2827,-123.1207,19,4,0,0
Grand Princess,Canada,37.6489,-122.6655,19,0,0,0
Manitoba,Canada,53.7609,-98.8139,19,0,0,0
New Brunswick,Canada,46.5653,-66.4619,19,0,0,0
Newfoundland and Labrador,Canada,53.1355,-57.6604,19,0,0,0
Nova Scotia,Canada,44.681999999999995,-63.7443,19,0,0,0
Ontario,Canada,51.2538,-85.3232,19,3,0,0
Prince Edward Island,Canada,46.5107,-63.4168,19,0,0,0
Quebec,Canada,52.9399,-73.5491,19,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,19,0,0,0
NA_Central African Republic,Central African Republic,6.6111,20.9394,19,0,0,0
NA_Chad,Chad,15.4542,18.7322,19,0,0,0
NA_Chile,Chile,-35.6751,-71.543,19,0,0,0
Anhui,China,31.8257,117.2264,19,830,3,88
Beijing,China,40.1824,116.4142,19,337,2,44
Chongqing,China,30.0572,107.874,19,486,2,66
Fujian,China,26.0789,117.9874,19,261,0,39
Gansu,China,37.8099,101.0583,19,83,2,17
Guangdong,China,23.3417,113.4244,19,1159,1,167
Guangxi,China,23.8298,108.7881,19,210,1,24
Guizhou,China,26.8154,106.8748,19,109,1,10
Hainan,China,19.1959,109.7453,19,138,3,19
Hebei,China,39.549,116.1306,19,218,2,41
Heilongjiang,China,47.861999999999995,127.7615,19,331,7,0
Henan,China,33.882,113.61399999999999,19,1073,6,0
Hong Kong,China,22.3,114.2,19,38,1,0
Hubei,China,30.9756,112.2707,19,31728,974,2222
Hunan,China,27.6104,111.7088,19,879,1,208
Inner Mongolia,China,44.0935,113.9448,19,58,0,5
Jiangsu,China,32.9711,119.455,19,492,0,81
Jiangxi,China,27.614,115.7221,19,771,1,105
Jilin,China,43.6661,126.1923,19,80,1,13
Liaoning,China,41.2956,122.6085,19,108,0,13
Macau,China,22.1667,113.55,19,10,0,1
Ningxia,China,37.2692,106.1655,19,49,0,13
Qinghai,China,35.7452,95.9956,19,18,0,3
Shaanxi,China,35.1917,108.8701,19,213,0,30
Shandong,China,36.3427,118.1498,19,466,1,66
Shanghai,China,31.201999999999998,121.4491,19,299,1,0
Shanxi,China,37.5777,112.2922,19,119,0,25
Sichuan,China,30.6171,102.7103,19,405,1,80
Tianjin,China,39.3054,117.323,19,95,1,8
Tibet,China,31.6927,88.0924,19,1,0,0
Xinjiang,China,41.1129,85.2401,19,49,0,0
Yunnan,China,24.974,101.48700000000001,19,149,0,0
Zhejiang,China,29.1832,120.0934,19,1092,0,242
NA_Colombia,Colombia,4.5709,-74.2973,19,0,0,0
NA_Congo (Brazzaville),Congo (Brazzaville),-4.0383,21.7587,19,0,0,0
NA_Congo (Kinshasa),Congo (Kinshasa),-4.0383,21.7587,19,0,0,0
NA_Costa Rica,Costa Rica,9.7489,-83.7534,19,0,0,0
NA_Cote d'Ivoire,Cote d'Ivoire,7.54,-5.5471,19,0,0,0
NA_Croatia,Croatia,45.1,15.2,19,0,0,0
NA_Diamond Princess,Diamond Princess,0.0,0.0,19,135,0,0
NA_Cuba,Cuba,22.0,-80.0,19,0,0,0
NA_Cyprus,Cyprus,35.1264,33.4299,19,0,0,0
NA_Czechia,Czechia,49.8175,15.472999999999999,19,0,0,0
Faroe Islands,Denmark,61.8926,-6.9118,19,0,0,0
Greenland,Denmark,71.7069,-42.6043,19,0,0,0
NA_Denmark,Denmark,56.2639,9.5018,19,0,0,0
NA_Djibouti,Djibouti,11.8251,42.5903,19,0,0,0
NA_Dominican Republic,Dominican Republic,18.7357,-70.1627,19,0,0,0
NA_Ecuador,Ecuador,-1.8312,-78.1834,19,0,0,0
NA_Egypt,Egypt,26.0,30.0,19,0,0,0
NA_El Salvador,El Salvador,13.7942,-88.8965,19,0,0,0
NA_Equatorial Guinea,Equatorial Guinea,1.5,10.0,19,0,0,0
NA_Eritrea,Eritrea,15.1794,39.7823,19,0,0,0
NA_Estonia,Estonia,58.5953,25.0136,19,0,0,0
NA_Eswatini,Eswatini,-26.5225,31.4659,19,0,0,0
NA_Ethiopia,Ethiopia,9.145,40.4897,19,0,0,0
NA_Fiji,Fiji,-17.7134,178.065,19,0,0,0
NA_Finland,Finland,64.0,26.0,19,1,0,0
French Guiana,France,3.9339,-53.1258,19,0,0,0
French Polynesia,France,-17.6797,149.4068,19,0,0,0
Guadeloupe,France,16.25,-61.5833,19,0,0,0
Mayotte,France,-12.8275,45.1662,19,0,0,0
New Caledonia,France,-20.9043,165.618,19,0,0,0
Reunion,France,-21.1351,55.2471,19,0,0,0
Saint Barthelemy,France,17.9,-62.8333,19,0,0,0
St Martin,France,18.0708,-63.0501,19,0,0,0
Martinique,France,14.6415,-61.0242,19,0,0,0
NA_France,France,46.2276,2.2137,19,11,0,0
NA_Gabon,Gabon,-0.8037,11.6094,19,0,0,0
NA_Gambia,Gambia,13.4432,-15.3101,19,0,0,0
NA_Georgia,Georgia,42.3154,43.3569,19,0,0,0
NA_Germany,Germany,51.0,9.0,19,14,0,0
NA_Ghana,Ghana,7.9465,-1.0232,19,0,0,0
NA_Greece,Greece,39.0742,21.8243,19,0,0,0
NA_Guatemala,Guatemala,15.7835,-90.2308,19,0,0,0
